cancer,5
bms,5
nose,5
verbal,5
tube,5
moderate,5
notable,5
c2,5
rate,5
scan,5
morphine,5
symptoms,5
2l,5
1**,5
stenosis,5
plan,5
79,5
8,5
breast,5
activity,5
x,5
due,5
9,5
80,5
systolic,5
continue,5
30s,5
meds,5
fdg,5
associated,5
breathing,5
depression,5
high,5
discomfort,5
gallstones,5
accompanied,5
mitral,5
valve,5
ckd,5
commands,5
lipase,5
began,5
rhinorrhea,5
loss,5
y/o,5
temp,5
increase,4
cmv,4
estimated,4
distention,4
etiology,4
brought,4
cocaine,4
y.o,4
warm,4
96,4
mm,4
non-verbal,4
somnolent,4
approximately,4
glucose,4
ceftriaxone,4
doe,4
ears,4
wt,4
tone,4
appeared,4
patent,4
wound,4
consciousness,4
lcx,4
elderly,4
beta-hcg,4
ulcers,4
creatinine,4
ni,4
p,4
pmh,4
usually,4
hematocrit,4
ruq,4
heard,4
monitoring,4
st,4
dehydrated,4
place,4
frequent,4
size,4
pna,4
12,4
magnesium,4
prn,4
overnight,4
levofloxacin,4
mr.,4
renal,4
obstructive,4
alcoholism,4
eosinophils,4
concern,4
un,4
20,4
tmax,4
63,4
insp/min,4
attentive,4
events,4
status,4
guaiac,4
intermittent,4
rest,4
test,4
oxygen,4
cultures,4
60s,4
month,4
sct,4
returned,4
prolonged,4
contrast,4
loose,4
hours,4
spontaneous,4
simple,4
response,4
bradycardic,4
egd,4
signs,4
26,4
23,4
food,4
zoster,4
stopped,4
weight,4
alcohol,4
perrl,4
colectomy,4
airway,4
protonix,4
asterixis,4
swelling,4
non-tender,4
wheezes,4
sclera,4
infiltrative,4
vascular,4
pe,4
fibrosis,4
**hospital,4
tablet,4
678,4
follows,4
rul,4
flagyl,4
repair,4
reglan,4
wnl,4
nad,4
occasional,4
dchf,4
stable,4
continued,4
32,4
control,4
poor,4
labor,4
mmhg,4
83,4
biphenotypic,4
times,4
unknown,4
bed,4
1.5,4
superimposed,4
dysuria,4
cr,4
cp,4
cv,4
responds,4
appearance,4
coronary,4
diabetes,4
bronchoscopy,4
nephrectomy,4
levophed,4
underwent,4
demonstrates,4
expansion,4
40,4
85,4
4l,4
localized,3
klebsiella,3
4v-cabg,3
tips,3
increasing,3
active,3
101,3
daughter,3
struck,3
opacities,3
**doctor,3
cardiology,3
glass,3
mi,3
bilaterally,3
liter,3
end,3
complaining,3
tcurrent,3
lad,3
somnolence,3
coffee,3
free,3
anuric,3
legionella,3
membranes,3
pleural,3
neck/shoulder,3
dm,3
80mg,3
fluid,3
ems,3
om2,3
tolerance,3
drowsy,3
cholelithiasis,3
obese,3
hospitalized,3
160,3
leukocytosis,3
tissue,3
bilious,3
recurrent,3
zofran,3
squamous,3
followed,3
shoulder,3
51,3
52,3
readmitted,3
plt,3
sternal,3
blurry,3
failure,3
escape,3
ng,3
tid,3
urinary,3
switched,3
global,3
gallbladder,3
ros,3
recurrence,3
level,3
rpda,3
falling,3
coccyx,3
restrictive,3
diagnosed,3
pillow,3
retired,3
allogeneic,3
ischemic,3
solumedrol,3
effort,3
making,3
stroke,3
hematoma,3
**last,3
vital,3
2169**,3
rigors,3
subdural,3
vomited,3
liquid,3
sr,3
distended,3
thickened,3
shows,3
bicarbonate,3
tingling,3
ketones,3
transverse,3
11,3
quadrants,3
tylenol,3
sure,3
infections,3
bradycardia,3
walking,3
vision,3
angina,3
review,3
cervical,3
come,3
hypoglycemic,3
period,3
60,3
64,3
66,3
67,3
sleeping,3
heels,3
liters,3
extensive,3
early,3
diaphoresis,3
utterances,3
interparenchymal,3
recorded,3
op,3
75f,3
hep,3
tracheobronchomalacia,3
improved,3
cbd,3
af,3
98.6,3
tachypnea,3
hemorrhages,3
gastric,3
76-year-old,3
mass,3
oral,3
surgical,3
ptt,3
children,3
osteoporosis,3
biliary,3
nodes,3
aspergillus,3
117/54,3
sedation,3
96.3,3
abd,3
post-obstructive,3
social,3
murmur,3
taken,3
flat,3
antibiotics,3
states,3
**age,3
opacification,3
presyncope/falls,3
25,3
rapidly,3
22,3
evening,3
paraplegia,3
pregnant,3
evaluation,3
feel,3
ciprofloxacin,3
leading,3
defect,3
pedestrian,3
nasal,3
ext,3
stones,3
decubitus,3
hip,3
sarcoidosis,3
cri,3
arm,3
currently,3
unconscious,3
pe/dvt,3
dysarthria,3
c/o,3
awake,3
tip,3
agitation,3
cta,3
amiodarone,3
snap,3
showing,3
myelitis,3
pet,3
bm,3
regular,3
therapeutic,3
aspirin,3
ua,3
tomography,3
octreotide,3
hives,3
leaflets,3
hypothyroidism,3
gm,3
ammonia,3
obesity,3
fractures,3
sweats,3
waiting,3
occupation,3
leg,3
healing,3
extreme,3
numbness,3
wbc,3
labwork,3
performed,3
process,3
0.5,3
hyperemesis,3
syndrome,3
demonstrating,3
pulses,3
leggionare,3
lb,3
auto,3
material,3
habitus,3
related,3
82,3
canula,3
diminished,3
scene,3
basilar,3
arthroplasty,3
buttocks,3
comfortably,3
able,3
42**,3
placement,3
looked,3
staff,3
reactive,3
local,3
102/26,3
requirement,3
qtc,3
midline,3
routine,3
withdraws,3
hematemasis,3
transfusion,3
smoking,3
pending,3
resident,3
site,3
reporting,3
dose,3
aspirations,3
duodenal,3
crack,3
p/w,3
five,3
tm,3
supple,3
combative,3
500cc,3
assess,3
ultrasound,3
amylase,3
noxious,3
gain,3
3373,3
polysubstance,3
minutes,3
suprapubic,3
43,3
idiopathic,3
volumes,3
poorly,2
blistering,2
direct,2
evaluated,2
follow,2
shocks,2
detoxification,2
changed,2
tremens,2
atrium,2
pneumomediastinum,2
hold,2
work,2
streptococcus,2
recovery,2
lesions,2
adjacent,2
sbps,2
earlier,2
lap,2
bs,2
correlation,2
516,2
order,2
sludge,2
imdur,2
personal,2
better,2
subfalcine,2
16.9,2
maximal,2
eventually,2
qam,2
hr/bp,2
40s,2
lasting,2
aide,2
saturday,2
4yr,2
ast/alt,2
24.,2
loud,2
41-year-old,2
steroids,2
grade,2
**3420**,2
rats,2
seizures,2
service,2
historian,2
legs,2
dilated,2
anxiety,2
5mg,2
ambulation,2
aspirated,2
urinalysis,2
appetitie,2
involving,2
abg,2
x2,2
**name,2
sleeps,2
pnd,2
avulsed,2
despite,2
represented,2
palpation,2
stitle,2
twice,2
w/o,2
g2p0010,2
pets,2
rolled,2
cousin,2
protect,2
asked,2
102,2
three,2
ostomy,2
gastrocult,2
p66,2
severity,2
airport,2
80s,2
fairly,2
verapamil,2
portal,2
catheter,2
weakly,2
smokes,2
hydration,2
cyanosis,2
sleepy,2
brachial,2
2-3l,2
intubation,2
progressed,2
bps,2
538,2
born,2
ich,2
contributing,2
atenolol,2
icu,2
post,2
heparin,2
recollect,2
slightly,2
considerations,2
obtaining,2
diverticulosis,2
compression,2
heat,2
sustained,2
embolic,2
157/92,2
0.6.,2
evidence,2
nh,2
dying,2
sorethroat,2
telemetry,2
preceding,2
detox,2
congested,2
amylase/lipase,2
lymphatic,2
bolus,2
-hep,2
anicteric,2
murmurs,2
37.5,2
father,2
1:15am,2
trended,2
97.9f,2
eosinophilic,2
says,2
pulmonologist,2
bacterial,2
o289,2
mg++:1.7,2
n/v/d,2
pfts,2
septum,2
89/32,2
confused,2
cardic,2
destructive,2
sclerosis,2
quadrant,2
blocker,2
course,2
cold,2
group,2
monitor,2
clubbing,2
qhs,2
lightheadedness,2
regarding,2
g/dl,2
prophylaxis,2
drop,2
differential,2
bp145/89,2
living,2
post-operative,2
hcl,2
**2-20**,2
53**,2
10mg,2
husband,2
white,2
1l,2
x3,2
x1,2
15,2
depressed,2
illness,2
remained,2
guarding,2
dining,2
take,2
nebs,2
trace,2
beta,2
tract,2
cleared,2
professional,2
quantity,2
shot,2
bright,2
slow,2
500mg,2
air,2
earaches,2
skull,2
nonbloody,2
esophageal,2
stenting,2
surgery,2
voluntary,2
3cm,2
delirium,2
pcp,2
supraclavicular,2
occluded,2
65,2
crampy,2
84-year-old,2
1mm,2
external,2
rubs,2
premature,2
girth,2
good,2
movements,2
**name2,2
agitated,2
totally,2
complained,2
inhalation,2
purposeful,2
resp,2
rpr,2
improvement,2
wall,2
treatment,2
malignancy,2
downward,2
imaged,2
intact,2
110-120s,2
gbs,2
dimensions,2
pneumovax,2
provider,2
measuring,2
pancytopenia,2
loculated,2
posaconazole,2
ob,2
tumor,2
'd,2
antibody,2
cath,2
5**,2
hepatosplenomegaly,2
compliant,2
101.2,2
micu,2
trying,2
600,2
1:40am,2
rvr,2
4.1,2
c-spine,2
narcotics,2
98.3,2
opacity,2
palpitaitons,2
pillows,2
guaic,2
cardiologist,2
alt,2
multi-focal,2
sulfate,2
presentation,2
r16,2
melanotic,2
large,2
asymptomatic,2
diahrrea,2
37.3,2
witnessed,2
section,2
nurse,2
full,2
mmm,2
colored,2
compliance,2
weaning,2
caths,2
90+,2
suddenly,2
screens,2
pupils,2
injury,2
outpatient,2
admissions,2
known,2
hour,2
scar,2
~9mm,2
5.5,2
fx,2
coming,2
methadone,2
soon,2
stricture,2
28,2
29,2
systems,2
2+,2
prenatal,2
bp106/78,2
transtentorial,2
referred,2
hr86,2
house,2
cipro,2
event,2
drink,2
pneumothorax,2
friday,2
story,2
asa,2
base,2
imaging,2
sbo,2
undergo,2
done,2
40mg,2
vfib,2
compartment,2
grew,2
rebound,2
sujectively,2
sister,2
cistern,2
self,2
onset,2
t98.6,2
vomitted,2
vna,2
93.9,2
blunting,2
embolization,2
prematurity,2
exp,2
lying,2
congestive,2
feels,2
b,2
allergen,2
basement,2
198/115,2
transitional,2
122/80,2
arf,2
tender,2
2.2,2
transfered,2
acutely,2
bronchus,2
sputum,2
betamethasone,2
cyberknife,2
pr,2
complication,2
describes,2
po,2
pm,2
iddm,2
cranial,2
rupture,2
uncal,2
bili,2
33,2
optimization,2
tests,2
triple,2
ready,2
rib,2
mucinex,2
alert,2
dnr/dni,2
hypotensive,2
crackles,2
cesarean,2
v4-v6,2
parietal,2
f/c,2
o2-sat,2
pale,2
decision,2
depressions,2
achy,2
continuing,2
optimize,2
developped,2
alk,2
71,2
fast,2
intraperitoneal,2
sdh,2
cramping,2
restarted,2
uti,2
x-ray,2
**1-26**,2
75cc,2
leftward,2
nicu,2
coagulopathy,2
worsened,2
cavity,2
waxing,2
having,2
gi,2
concerned,2
apgars,2
lasix,2
perfused,2
drinking,2
severely,2
anxious,2
receive,2
30,2
nchct,2
==================,2
suprasellar,2
wit,2
motor,2
lima,2
standing,2
cig/day,2
anticoagulation,2
occurred,2
phos,2
thin,2
0.8,2
pelvis,2
decreaed,2
lesion,2
umbilical,2
fatigue,2
lactate,2
subsequently,2
75ml,2
106/42,2
status-post,2
crash,2
greater,2
accompanies,2
700,2
**hospital6,2
n/v,2
81,2
flushing,2
cause,2
ecg,2
frank,2
70s,2
obliteration,2
55-year-old,2
surgeries,2
oropharynx,2
echo,2
iu/l,2
99.5,2
99.1,2
99.2,2
+sob,2
pvd,2
1.4,2
comfortable,2
close,2
min,2
allergies,2
concerns,2
ileostomy,2
prednisone,2
comminuted,2
gait,2
intrinsic,2
97.9,2
ngt,2
60mg,2
thrombocytosis,2
bioprosthetic,2
fallout,2
mainstem,2
tobacco,2
hugged,2
computed,2
heartburn,2
34.4,2
peripherally,2
closed,2
deliver,2
drug,2
280.,2
cm,2
cc,2
quit,2
occured,2
gaze,2
suspicion,2
v3,2
v4,2
mucomyst,2
position,2
clinic,2
ampicillin,2
coordination,2
750mg,2
arrest,2
kick,2
desaturated,2
lose,2
nerves,2
briefly,2
115,2
corroborate,2
slight,2
rare,2
c/w,2
getting,2
previously,2
40-year-old,2
c/b,2
80yo,2
rca,2
triggered,2
nqwmi,2
repeated,2
td,2
bun,2
hl,2
trimester,2
ha,2
made,2
88,2
infants,2
915**,2
inr,2
statin,2
46,2
drugs,2
branch,2
simvastatin,2
flexion,2
repeat,2
144/97,2
vein,2
exposure,2
eos,2
limited,1
hypercholesterolemia,1
four,1
appetite,1
replacements,1
plavix,1
tremors,1
risk,1
hypertensive,1
ct-914*,1
nourished,1
anemia,1
-polysubstance,1
ambulence,1
bronchoalveolar,1
gastropathy,1
4,1
**96**,1
rle,1
dr.,1
deemed,1
transaminitis,1
ventilatory,1
hypokinesis,1
non-distended,1
pericardial,1
smoke,1
changes,1
contractility,1
highly,1
947**,1
**3243-11-11**,1
assessment,1
34-year-old,1
5827**,1
91,1
93,1
95,1
lvef,1
root,1
vodka,1
bbker,1
**2764**,1
blackish,1
perioperative,1
760**,1
597**,1
lab,1
**1-13**,1
heme,1
shirt,1
appreciate,1
**2575-8-15**,1
office,1
**11-28**,1
199**,1
gastrointestinal,1
uop,1
production,1
immunized,1
**2877**,1
atherosclerosis,1
calcium-8.5,1
bony,1
lithium,1
gentamicin,1
**11-26**,1
losartan,1
went,1
person/place/time,1
platelets,1
w/pmhx,1
indiscretion,1
medicine,1
got,1
ri,1
esmolol,1
ascending,1
**10/3245**,1
diabetic,1
filter,1
**7-2**,1
dysfunction,1
baso-0.1,1
similarly,1
**3435-11-28**,1
**5-/2769**,1
growth,1
radiation,1
2am,1
wrapped,1
likely,1
preformed,1
stabalization,1
150/73,1
arousal,1
2.7.,1
biopsy/fna,1
100.4,1
observation,1
nkda,1
neg,1
reserve,1
fungal,1
labile,1
winces,1
w/ipf,1
below****,1
adequate,1
differential-neuts:57.3,1
psychiatric,1
hyperplasia,1
dx,1
runs,1
jaundice,1
w/u,1
bal,1
appendectomy,1
erroneous,1
**3120-12-11**,1
inappropriate,1
imipramine,1
pressures,1
score,1
drawn,1
lethargic,1
dlco,1
wd,1
managed,1
wears,1
wear,1
urean-10,1
irregular,1
resistant,1
ill,1
allopurinol,1
ast:106/249,1
post-surgical,1
20s,1
trivial/physiologic,1
normoactive,1
103,1
diff,1
erythema,1
child,1
worked,1
endorese,1
spontaneously,1
dept,1
balance,1
procedure,1
ii,1
confirmed,1
hgb-8.1*,1
bottles,1
160s,1
scoliotic,1
300,1
demantia,1
-1.4*,1
interperitoneal,1
kept,1
smoker,1
dopamine,1
adding,1
candidate,1
gave,1
**3423**,1
edema/chf/unresponsiveness,1
possibly,1
descending,1
birth,1
2062**,1
vertebral,1
53,1
lateral,1
85y/o,1
comnfortable,1
/ra,1
dropping,1
3:30,1
cord,1
hepatic,1
haptoglobin,1
binder,1
cardiomyopathy,1
yelling,1
lightheaded,1
ribs,1
careview,1
afternoon,1
dentition,1
flutter/fibrillation,1
facility,1
gib,1
form,1
portions,1
maximum,1
complaint,1
**3243-11-10**,1
hypertrophied,1
8mg,1
aorta,1
qid,1
**2963-11-24**,1
**2739-2-16**,1
3.5-,1
loratidine,1
nr,1
mmol/l,1
rales,1
diet,1
transported,1
fell,1
rom,1
auscultation,1
01:56pm,1
37.4,1
lle,1
92,1
128/39,1
rel,1
brown,1
intake,1
cool,1
04:00pm,1
**3154-2-15**,1
findings,1
intial,1
hysterectomy,1
pmi,1
drinks,1
rub,1
eaten,1
plad,1
quinine,1
**2841**,1
congestion,1
trial,1
q8,1
**3433-1-11**,1
rarely,1
workup,1
bilirubin,1
ercp,1
pressents,1
intra-uterine,1
bases,1
tachycardic,1
menstrual,1
visual,1
lipase-17,1
po4:2.5,1
+32,1
**3-23**,1
ms.,1
following,1
echos,1
guiac,1
s4,1
immune,1
endotracheal,1
79/43,1
pint,1
cardiovert,1
levo,1
sx,1
si,1
vancomycin,1
0.04mcg/kg/min,1
neuts-89.0*,1
116/40,1
incisions,1
atraumatic,1
**2-13**,1
131/49,1
records,1
soft/loose,1
**3301-9-5**,1
24.0,1
eg,1
ef,1
abnormal,1
sbos,1
breakthrough,1
medication,1
sustains,1
auscult,1
receiving,1
rll,1
lmp,1
unusal,1
angap-20,1
anti-gravity,1
lytes,1
04:12pm,1
cathed,1
open,1
tomorrow,1
operable,1
genotype,1
stimulation,1
indicate,1
returns,1
1g,1
structures,1
obtained,1
holder,1
infiltrate,1
17,1
chads,1
liquor/day,1
ipf,1
-filled,1
angioplasty,1
anastomotic,1
icterus,1
gentamycin,1
conversion,1
instructed,1
na-135,1
36.2,1
**3436-4-2**,1
complaints,1
glipizide,1
nonradiating,1
conservatively,1
data,1
nadir,1
obese/distended,1
fio2,1
ssi,1
2mg,1
stds,1
3l/nc,1
sotolol,1
bili:145/3.0,1
**company,1
lethargy,1
110**,1
lactate-2.9*,1
vaccines,1
lisinopril,1
mch-16.2*,1
-no,1
sodium,1
**2769-1-1**,1
mono:7.0,1
variceal,1
color,1
6.,1
clarificatioin,1
62,1
68,1
unusual,1
carina,1
150/99,1
500,1
upgoing,1
16.1,1
acyclovir,1
regained,1
hernia,1
1mg,1
eos:0.8,1
developing,1
hypertrophy,1
region,1
-infectious,1
d10,1
10:33,1
3**,1
snorting,1
extended,1
quadriplegia,1
constitutional,1
relief,1
bottle,1
inability,1
chorioamnionitis,1
acid:1.8,1
clot,1
21.,1
actos,1
preventing,1
interstitial,1
eos-0.3,1
vodka/day,1
organomegaly,1
preference,1
assesment,1
94/37,1
ruled,1
nt,1
serves,1
111/47,1
chamber,1
tricuspid,1
doll,1
4406**,1
periop,1
ldh:278,1
viral,1
o+,1
hepatitis,1
regenerative,1
**12-12**,1
airways,1
152/96,1
stand,1
mixed,1
peri-op,1
bananna,1
lantus,1
thrombi,1
bialterally,1
loc,1
radiology,1
area,1
start,1
thoracentesis,1
secretion,1
glucose-99,1
cytology,1
pitting,1
rbc-4.98,1
18:32,1
cbc,1
ac,1
required,1
describe,1
pioglitazone,1
4.0,1
yof,1
98.1,1
tight,1
158/74,1
98.7,1
98.9,1
lymph:34.1,1
computerized,1
peak,1
cerclage,1
wife,1
bibasilar,1
bystander,1
behavioral,1
cpr,1
consider,1
pta,1
systemic,1
varices,1
causes,1
shattered,1
laughing,1
quadraparesis,1
sitting,1
utis,1
allogenic,1
**1-7**,1
****see,1
110.,1
alzheimer,1
prochlorperazine,1
heaves,1
hallucin,1
pleuritic,1
tee,1
healed,1
776**,1
lawyer,1
investment,1
90s,1
belching,1
abx,1
icteric,1
tightness,1
asd,1
vit,1
trans-abdominal,1
twi,1
a+o,1
metformin,1
avr,1
hemicolectomy,1
suction,1
presumed,1
novolog,1
85m,1
**1-31**,1
lymphs-9.9*,1
unrevealing,1
drained,1
expiratory,1
dismissed,1
clinc,1
wbc-10.3,1
advice,1
replete,1
documentation,1
w/ekg,1
peritonitis,1
ortho,1
putting,1
held,1
etoh,1
expectorate,1
27,1
bypass,1
ncluding,1
ciwa,1
55y/o,1
130s,1
evaluted,1
complain,1
2398**,1
16-25,1
po4:3.0,1
mental,1
years-old,1
0640.,1
lima-lad,1
si/sx,1
loops,1
ptt-32.8,1
19,1
d/c,1
colace,1
pud,1
ca++:7.9,1
beginning,1
hco3-18*,1
1.7l,1
elective,1
emboli,1
45bpm,1
temperature,1
moderately,1
18x500,1
orthopedics,1
pains,1
97.,1
option,1
relationship,1
relieved,1
pt-15.6*,1
**11-15**,1
stairs,1
std,1
cl-102,1
compazine,1
antrial,1
suspicious,1
7k,1
conjugate,1
k+,1
cava,1
quadriparesis,1
edisylate,1
unremarkable,1
~2,1
74,1
laughter,1
inr:19.1/31.6/1.7,1
hct-30.7*,1
fetal,1
ctab,1
malignant,1
immaturity,1
sluggishly,1
cdiff,1
failed,1
hiv,1
biopsy,1
69,1
body,1
set,1
devils,1
45-50,1
irregularly,1
2.7,1
2.5,1
p:64,1
rdw-17.5*,1
rapid,1
abruptly,1
**12-8**,1
8:30,1
lipase:135/221,1
load,1
newborn,1
dietary,1
**3426**,1
shingles,1
96f,1
firm,1
fire,1
gas,1
amlodipine,1
embolectomy,1
liver,1
diffusely,1
p0,1
rashes,1
7952**,1
furthur,1
behavior,1
96.,1
albumin:2.5,1
ecstasy,1
128/50,1
definitive,1
result,1
**name13,1
itchy,1
36399**,1
pulmonology,1
osteoarthritis,1
phos-3.2,1
4075**,1
statins,1
1218**,1
person,1
dts/seizures,1
279**,1
simv,1
cozaar,1
ldh,1
reanastomosis,1
ad,1
bicarb,1
recommended,1
musculoskeletal,1
1749**,1
prolapse,1
////,1
unstable,1
essential,1
endorses,1
paxil,1
mucous,1
delivered,1
measurements,1
prom,1
gallops,1
levaquin,1
17**,1
foley,1
pleueral,1
4mg,1
rue,1
noninfectious,1
+bs,1
2/7,1
flowsheet,1
hours/day,1
10**,1
anterior,1
abusive,1
nsr,1
diuresis,1
**2-9**,1
question,1
m/r/g,1
triple-vessel,1
cxrs,1
injection,1
**12-24**,1
rosuvastatin,1
1.5l,1
infiltrated,1
**1-20**,1
paroxetine,1
-alcoholism,1
hemodynamic,1
bibems,1
uri,1
mid-thoracic,1
b/b,1
spasm,1
rubella,1
clean,1
fevers.light,1
problems,1
ativan,1
calcifications,1
hair,1
tendinitis,1
age,1
50mcg,1
resolving,1
broad,1
gu,1
code,1
inr:13.7/29.4/1.2,1
lactate-6.3*,1
surfactant,1
g2,1
kcl,1
**3421**,1
bp:153/92,1
abduction,1
experiencing,1
notes,1
v2-4,1
sensory,1
**6-12**,1
593,1
antigen,1
sensation,1
51**,1
waking,1
**2876-4-14**,1
s.p,1
rrr,1
monos-0.8*,1
waning,1
pretreated,1
**6-25**,1
syncopized,1
38,1
34,1
insulin,1
redo,1
scleral,1
mcv-62*,1
8cm,1
normalized,1
nonreactive,1
epigastric,1
exacerbation,1
240mg,1
emoblus,1
thirsty,1
0.7,1
six,1
grimaces,1
94m,1
v3-v5,1
watery,1
mchc-26.3*,1
creat-0.6,1
prostate,1
light,1
3/3,1
9am,1
s3,1
discussion,1
ronchi,1
move,1
**3432-12-27**,1
superior,1
non-responsive,1
ll,1
t=34.8,1
degrees,1
total,1
**1-27**,1
bmt,1
flash,1
pneumoboots,1
100mg,1
pre-term,1
1375**,1
n/c,1
lft,1
84,1
bag,1
arriving,1
ast:37/165,1
rec,1
angiography,1
withdrawal,1
315.,1
clarify,1
bleed,1
additional,1
149/96,1
arterial,1
fine-needle,1
**location,1
ldh:329,1
quality,1
meclizine,1
management,1
fen/gi,1
99.4,1
99.6,1
scans,1
regards,1
06:17pm,1
65/47,1
lightening,1
aspiration,1
150s,1
132/74,1
gout,1
re-do,1
tonight,1
lipase:145/288,1
mg-2.3,1
oozing,1
mid,1
109/62,1
**first,1
eight,1
demise,1
device,1
face,1
hi,1
impression,1
o,1
ear,1
ngl,1
endocarditis,1
120,1
joint,1
122,1
s1s2,1
conditions,1
married,1
edvs,1
uptitrated,1
hemodynamically,1
toe,1
triplet,1
40meq,1
lue,1
3mg,1
3887**,1
cortef,1
**10-2**,1
attributes,1
voice/stimulation,1
ce,1
doxycycline,1
vena,1
electrocardiogram,1
addition,1
transporters,1
controlled,1
reinitiated,1
nd,1
toothbrushes,1
171/83,1
surface,1
avh,1
wks,1
**10-19**,1
bands-0,1
tartrate,1
units,1
difficult,1
practice,1
v1,1
g2p0,1
collar,1
albumin:4.1,1
muscle,1
/productive,1
21112**,1
171/82,1
6l/nc,1
**2797-1-27**,1
underlying,1
25.,1
4-,1
ca++:8.2,1
280,1
98.4,1
resolved,1
saturation,1
hostory,1
cpap,1
32-35,1
facial,1
success,1
audible,1
replacement,1
valvular,1
111,1
113,1
**7-/2899**,1
**3294-3-6**,1
hbsag,1
tongue,1
equally,1
lactate-1.6,1
**3-16**,1
lactic,1
quickly,1
241**,1
dm2,1
9.7,1
rcc,1
corneal,1
bili:130/6.9,1
mrca,1
52**,1
cells,1
boluses,1
woke,1
k-4.9,1
transfused,1
lobes,1
anesthesia,1
41,1
hcp,1
inr:14.4/27.2/1.3,1
calcific,1
opportunistic,1
resolution,1
